document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
dahir_1-00-175__loi15-95,11,,Titre Premier : Dispositions Générales,Chapitre IV : De la force exécutoire,,,3,": (modifié par l'article 25 de la loi de finances n° 26-04 pour l'année budgétaire 2005 promulguée par le dahir n° 1-04-255 du 29 décembre 2004 ; B.O. n° 5278 bis du 30 décembre 2004) Les arrêts de débet prononcés par la Cour des comptes sont revêtus de la formule exécutoire, dès qu'ils sont devenus définitifs. Les décisions du ministre chargé des finances déclarant débiteurs les comptables publics sont revêtues de la formule exécutoire dès l'émission des ordres de recettes y afférents.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,12,,Titre Premier : Dispositions Générales,Chapitre IV : De la force exécutoire,,,3,": (modifié par l'article 25 de la loi de finances n° 26-04 pour l'année budgétaire 2005 promulguée par le dahir n° 1-04-255 du 29 décembre 2004 ; B.O. n° 5278 bis du 30 décembre 2004) Sauf dispositions particulières, les ordres de recettes relatifs aux créances de l'Etat, des collectivités locales et de leurs groupements et des établissements publics autres que celles visées aux articles 8, 9, 10 et 11 ci-dessus sont revêtus de la formule exécutoire dès leur émission par les ordonnateurs concernés ou le cas échéant par les comptables assignataires lorsqu'il s'agit de reversements sur les traitements et salaires payés sans ordonnancement préalable.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,13,,Titre II : Dispositions Communes,Chapitre Premier : De l'exigibilité,Section Première : L'exigibilité à terme,,4,: Les impôts et taxes établis par voie de rôles sont exigibles à l'expiration du deuxième mois suivant celui de leur mise en recouvrement.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,14,,Titre II : Dispositions Communes,Chapitre Premier : De l'exigibilité,Section Première : L'exigibilité à terme,,4,: Les impôts et taxes retenus à la source sont exigibles à l'expiration du mois qui suit celui au cours duquel les retenues afférentes aux paiements assujettis ont été opérées.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,15,,Titre II : Dispositions Communes,Chapitre Premier : De l'exigibilité,Section Première : L'exigibilité à terme,,4,": Les impôts et taxes payables sur déclaration par versement spontané, les droits et taxes de douane, les droits d'enregistrement et de timbre ainsi que les impôts et taxes locaux et autres créances des collectivités locales et de leurs groupements sont exigibles dans les conditions fixées par les textes ou les conventions les concernant.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,16,,Titre II : Dispositions Communes,Chapitre Premier : De l'exigibilité,Section Première : L'exigibilité à terme,,4,": (Modifié par l'article 9 de la loi de finances n° 48-09 pour l'année budgétaire 2010 promulguée par le dahir n° 1-09-243 du 30 décembre 2009 - 13 moharrem 1431 ; B.O. n° 5800bis du 31 décembre 2009). Les créances publiques autres que celles visées aux articles 13, 14 et 15 ci-dessus, sont exigibles à l'expiration d'un délai de trente (30) jours à dater de leur émission. Nonobstant toutes dispositions contraires, les amendes et condamnations pécuniaires, dépens et frais de justice prononcés par les juridictions du Royaume, sont exigibles à l'expiration d'un délai de trente (30) jours à compter de la date de notification des jugements et décisions les concernant ne pouvant faire l'objet d'aucune voie de recours ordinaire. Toutefois, sont immédiatement exigibles, les amendes et condamnations pécuniaires, dépens et frais de justice se rapportant à des jugements et décisions contradictoires ne pouvant faire l'objet d'aucune voie de recours ordinaire. Seront fixés par arrêté conjoint du ministre de la justice et du ministre chargé des finances, les conditions et modalités du recouvrement des dépens et frais de justice.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,17,,Titre II : Dispositions Communes,Chapitre Premier : De l'exigibilité,Section Première : L'exigibilité à terme,,4,": Lorsque l'échéance du terme coïncide avec un jour férié ou chômé, celle-ci est reportée au premier jour ouvrable qui suit. Les délais prévus dans le présent code sont des délais francs.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,18,,Titre II : Dispositions Communes,Chapitre Premier : De l'exigibilité,Section Il : L'exigibilité immédiate,,4,": Sauf dispositions particulières et par dérogation aux articles 13, 14 et 15 ci-dessus, sont immédiatement exigibles les rôles et états de produits émis à titre de régularisation en matière d'impôts et taxes devant initialement faire l'objet de paiement sur déclaration.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,19,,Titre II : Dispositions Communes,Chapitre Premier : De l'exigibilité,Section Il : L'exigibilité immédiate,,4,": Lorsque le redevable cesse d'avoir au Maroc sa résidence habituelle, son principal établissement ou son domicile fiscal, les créances mises à sa charge et payables à terme deviennent immédiatement exigibles. Sont également immédiatement exigibles, à l'exclusion de la taxe urbaine, les créances payables à terme en cas de : - déménagement hors du ressort du comptable chargé du recouvrement, à moins que le redevable ne lui ait fait connaître quinze (15) jours à l'avance son nouveau domicile ; - vente volontaire ou forcée ; - cessation d'activité ; - fusion, scission ou transformation de la forme juridique d'une société et de manière générale en cas de changement dans la personne du redevable.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,20,,Titre II : Dispositions Communes,Chapitre Il : Du paiement,Section Première : Modes de paiement,,5,": Le paiement des impôts, taxes et autres créances publiques intervient soit par versement d'espèces ou remise de chèque, soit par virement ou versement à un compte ouvert au nom du comptable chargé du recouvrement ou encore par tout autre moyen de paiement prévu par la réglementation en vigueur. Tout paiement donne lieu à délivrance d'une quittance ou d'une déclaration de versement dans les conditions fixées par la réglementation en vigueur.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,21,,Titre II : Dispositions Communes,Chapitre Il : Du paiement,Section II : Sanctions pour paiement tardif,,5,": (modifié, article 16 de la loi de finances n° 45-02 pour l'année budgétaire 2003 promulguée par le dahir n° 1-02-362 du 31 décembre 2002)Les impôts et taxes émis par voie de rôles ou états de produits sont payables avant leur date d'exigibilité. A défaut de paiement avant la date d'exigibilité, les sommes restant dues sont passibles d'une majoration de retard au taux de 5% pour le premier mois de retard et de 0,50% par mois ou fraction de mois supplémentaire. Toutefois, cette majoration ne s'applique pas à la taxe urbaine ou à la taxe d'édilité lorsque le montant de la cote ou de la quote-part des droits figurant au rôle n'excède pas mille (1.000) dirhams pour chacune des deux taxes. Les dispositions ci-dessus s'appliquent aux versements spontanés effectués à compter du 1er février 2003 et aux rôles et états de produits émis à compter du 1er janvier 2003.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,22,,Titre II : Dispositions Communes,Chapitre Il : Du paiement,Section II : Sanctions pour paiement tardif,,5,": (modifié, article 16 de la loi de finances n° 45-02 pour l'année budgétaire 2003 promulguée par le dahir n° 1-02-362 du 31 décembre 2002) les impôts et taxes émis à titre de régularisation par voie de rôles ou d'états de produits sont passibles d'une majoration de retard au taux de 5% pour le premier mois de retard et de 0,50% par mois ou fraction de mois supplémentaire applicable à compter de la date d'exigibilité jusqu'à celle de leur émission. Pour le recouvrement des rôles ou des états de produits, il est appliqué une majoration de 0,50 % par mois ou fraction de mois supplémentaire écoulé entre la date d'émission et celle du paiement. Les dispositions ci-dessus s'appliquent aux versements spontanés effectués à compter du 1er février 2003 et aux rôles et états de produits émis à compter du 1er janvier 2003.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,23,,Titre II : Dispositions Communes,Chapitre Il : Du paiement,Section II : Sanctions pour paiement tardif,,5,": Les ordres de recette relatifs aux créances visées à l'article 12 ci-dessus qui ne comportent pas d'intérêts de retard, sont passibles d'une majoration au taux de 6% l'an. Cette majoration est calculée au prorata du retard écoulé depuis la date d'exigibilité jusqu'à celle de paiement. Tout mois entamé est décompté entièrement.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,24,,Titre II : Dispositions Communes,Chapitre Il : Du paiement,Section II : Sanctions pour paiement tardif,,5,": (modifié, article 16 de la loi de finances n° 45-02 pour l'année budgétaire 2003 promulguée par le dahir n° 1-02-362 du 31 décembre 2002)Les majorations de retard, visées aux articles 21, 22 et 23 ci-dessus, s'appliquent au principal de la créance exigible, à l'exclusion des amendes et des pénalités. Leur montant est arrondi au dirham supérieur. Elles sont directement appliquées par les comptables chargés du recouvrement, compte tenu du montant de la majoration de retard inclus, le cas échéant, dans les rôles et les états de produits qui sont émis. Les dispositions ci-dessus s'appliquent aux versements spontanés effectués à compter du 1er février 2003 et aux rôles et états de produits émis à compter du 1er janvier 2003.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,25,,Titre II : Dispositions Communes,Chapitre Il : Du paiement,Section II : Sanctions pour paiement tardif,,5,": Les droits et taxes de douane, les droits d'enregistrement ainsi que les taxes et impôts locaux demeurent soumis aux intérêts et majorations de retard prévus par les textes qui les régissent.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,25bis,,Titre II : Dispositions Communes,Chapitre Il : Du paiement,Section II : Sanctions pour paiement tardif,,5-6,"(Institué par l'article 9 de la loi de finances n° 48-09 pour l'année budgétaire 2010 promulguée par le dahir n° 1-09-243 du 30 décembre 2009 - 13 moharrem 1431 ; B.O. n° 5800bis du 31 décembre 2009). Les amendes et condamnations pécuniaires, les dépens et frais de justice pris en charge par les comptables publics peuvent être payés avant leur date d'exigibilité. A défaut de paiement dans le délai fixé au 2e alinéa de l'article 16 ci-dessus, les sommes restant dues sont passibles d'une majoration de retard au taux de 0,50% pour chaque mois ou fraction de mois supplémentaire. Cette majoration est calculée au prorata du retard écoulé depuis la date d'exigibilité jusqu'à celle de paiement, pour toutes les amendes et condamnations pécuniaires, dépens et frais de justice.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,26,,Titre II : Dispositions Communes,Chapitre Il : Du paiement,Section II : Sanctions pour paiement tardif,,6,": (modifié, article 16 de la loi de finances n° 45-02 pour l'année budgétaire 2003 promulguée par le dahir n° 1-02-362 du 31 décembre 2002)Lorsque les versements prévus au titre d'impôts et taxes sont effectués spontanément sur déclaration mais en dehors des délais prescrits, les redevables doivent acquitter en même temps que les sommes dues, une pénalité de 10%. Toutefois, en matière de taxe sur la valeur ajoutée, il est appliqué, sur le montant de la taxe due, en plus de la pénalité précitée une majoration de 15% pour dépôt de déclaration hors délai. Il est appliqué en outre des majorations de 5% pour le premier mois de retard et de 0,50 % par mois ou fraction de mois supplémentaire, écoulé entre la date d'exigibilité et la date du paiement de l'impôt. Les dispositions ci-dessus s'appliquent aux versements spontanés effectués à compter du 1er février 2003 et aux rôles et états de produits émis à compter du 1er janvier 2003.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,27,,Titre II : Dispositions Communes,Chapitre Il : Du paiement,Section II : Sanctions pour paiement tardif,,6,": Le comptable chargé du recouvrement est tenu d'imputer les paiements partiels effectués en règlement des créances publiques, à la dette que le débiteur a le plus intérêt à acquitter ou à celle qui est la plus onéreuse pour le redevable ; entre plusieurs dettes également onéreuses, à la plus ancienne en date. Les paiements effectués sont imputés au titre de chaque créance dans l'ordre ci-après : - aux frais de recouvrement ; - à la majoration de retard ; - aux pénalités et amendes - et au principal de la créance, pour le reliquat. Toutefois, en matière de créances douanières, les dispositions de l'alinéa premier ci-dessus ne sont applicables à l'encontre du déclarant et de son mandant, solidairement redevables au sens des articles 87, 88 et 189 du code des douanes et impôts indirects, que lorsque les créances concernent concurremment ces mêmes redevables.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,28,,Titre II : Dispositions Communes,Chapitre Il : Du paiement,Section II : Sanctions pour paiement tardif,,6,: L'imputation donnée au montant versé doit être portée sur la quittance ou sur la déclaration de versement délivrée à la partie versante.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,29,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section Première : Personnes pouvant faire l'objet de recouvrement forcé,,6-7,": (complété par l'article 7 de L.F. n° 43-06 pour l'année budgétaire 2007 promulguée par le dahir n° 1- 06-232 du 31 décembre 2006 - 10 hija 1427 ; B.O. n° 5487 bis du 1er janvier 2007). Le recouvrement forcé est engagé au vu de titres exécutoires dans les conditions prévues par la présente loi à l'encontre : - des redevables qui n'auraient pas acquitté dans les délais fixés le montant des créances mises à leur charge ; - des personnes visées aux articles 93 à 99 ci-dessous. Toutefois, lorsqu'un contribuable fait l'objet d'une procédure de redressement fiscal, le comptable chargé du recouvrement est habilité à prendre toutes mesures conservatoires de nature à sauvegarder le gage du Trésor sur la base d'un avis de redressement en cours, émis par les services d'assiette. Ces mesures ne doivent en aucun cas entraver l'activité normale de l'entreprise. Cet avis de redressement est admis par le syndic en matière de déclaration de créances. L'avis de redressement visé à l'alinéa précédent est adressé au comptable chargé du recouvrement concerné après avis du directeur des impôts ou de la personne déléguée par lui à cet effet.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,30,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section Il : Agents habilités à exécuter les actesde recouvrement forcé,,7,: Les actes de recouvrement forcé sont exécutés par les agents de notification et d'exécution du Trésor spécialement commissionnés à cet effet. Ils exercent ces attributions pour le compte des comptables chargés du recouvrement et sous leur contrôle.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,31,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section Il : Agents habilités à exécuter les actesde recouvrement forcé,,7,: Les agents de notification et d'exécution du Trésor sont commissionnés par le chef de l'administration dont relève le comptable chargé du recouvrement ou la personne déléguée par lui à cet effet.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,32,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section Il : Agents habilités à exécuter les actesde recouvrement forcé,,7,": Dès leur nomination, les agents de notification et d'exécution du Trésor prêtent serment devant la juridiction compétente du lieu d'exercice de leur fonction. En cas de changement de résidence, la formalité de prestation de serment n'est pas renouvelée.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,33,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section Il : Agents habilités à exécuter les actesde recouvrement forcé,,7,": En cas d'injures, de menaces et/ou d'agression contre un agent de notification et d'exécution du Trésor, celui- ci en dresse procès-verbal de constatation et le remet au comptable chargé du recouvrement. Ce dernier peut, si nécessaire, dénoncer le fait au procureur du Roi près le tribunal compétent.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,34,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section Il : Agents habilités à exécuter les actesde recouvrement forcé,,7,": Pour l'exercice des actions en recouvrement forcé des créances publiques, il peut également être fait appel, en cas de besoin, aux agents des bureaux des notifications et exécutions judiciaires des juridictions du Royaume et aux huissiers de justice. Pour tout acte de signification, notification, constat ou d'exécution à distance, les comptables chargés du recouvrement peuvent recourir à tout agent de la force publique et aux autorités civiles, sur demande adressée à l'autorité compétente. Les agents visés au premier alinéa du présent article agissent, sauf dispositions contraires, dans tous les degrés et dans toutes les formes de recouvrement forcé.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,35,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section Il : Agents habilités à exécuter les actesde recouvrement forcé,,7,": Sans préjudice des sanctions prévues par les lois et règlements en vigueur et sous peine de destitution, il est interdit aux agents de notification et d'exécution du Trésor et à toute autre personne habilitée à cet effet d'entreprendre des actes de recouvrement forcé, sans autorisation préalable donnée dans les formes définies par la présente loi.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,36,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section III : Conditions préalables au recouvrement forcé,,7,: Le recouvrement forcé ne peut être engagé qu'après l'envoi d'un dernier avis sans frais au redevable. La date d'envoi de cet avis doit être constatée au rôle ou sur tout autre titre exécutoire ; cette mention fait foi jusqu'à inscription de faux.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,37,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section III : Conditions préalables au recouvrement forcé,,7,": A l'exclusion du commandement, aucun recouvrement forcé donnant lieu à frais ne peut être exercé qu'en vertu d'un état nominatif valant autorisation désignant le ou les débiteurs visés à l'article 29 ci-dessus. Cette autorisation est décernée par le chef de l'administration dont relève le comptable chargé du recouvrement ou la personne déléguée par lui à cet effet.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,38,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section III : Conditions préalables au recouvrement forcé,,7,: Le recouvrement forcé porte sur l'ensemble des sommes exigibles dues par un même débiteur.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,39,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,,7-8,": Pour le recouvrement forcé des créances publiques, les actes sont engagés dans l'ordre ci-après : - le commandement ; - la saisie ; - la vente. Il peut être également fait recours à la contrainte par corps pour le recouvrement des impôts et taxes et autres créances publiques dans les conditions prévues aux articles 76 à 83 ci-dessous.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,40,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,Du commandement,8,: Le recouvrement par voie de commandement est exercé au vu d'un état formant original de commandement.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,41,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,Du commandement,8,: Le commandement ne peut être notifié qu'après l'expiration d'un délai de trente (30) jours à compter de la date d'exigibilité et au moins vingt (20) jours après l'envoi du dernier avis prévu à l'article 36 ci-dessus.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,42,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,Du commandement,8,: La notification du commandement est faite par les agents de notification et d'exécution du Trésor ou toute autre personne commissionnée à cet effet. Elle peut également être faite par voie administrative ou par voie postale sous pli recommandé avec accusé de réception.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,43,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,Du commandement,8,": Le commandement est remis au destinataire qui en accuse réception sur l'état original. Dans le cas où le commandement ne peut être signifié à personne, l'acte est remis sous pli fermé, à domicile, entre les mains des parents, serviteurs, employés ou de toute autre personne habitant à même demeure. La personne qui reçoit l'acte en accuse réception sur l'original. L'état formant original du commandement revêtu de la signature de la personne ayant reçu l'acte ou des mentions "" ne peut "" ou "" ne veut signer "", vaut certificat de remise. Si le redevable ou la personne ayant qualité pour le faire a refusé de recevoir le commandement, mention en est faite sur l'original. Le commandement est alors considéré comme ayant été valablement notifié le huitième (8e) jour qui suit la date du refus de réception. Si la remise du commandement n'a pu être effectuée parce que le débiteur n'a pas été rencontré ni personne pour lui à son domicile ou sa résidence, le commandement est considéré comme ayant été valablement notifié le dixième (10e) jour qui suit la date de son affichage au dernier domicile du redevable.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,44,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,8,": La saisie des meubles et effets mobiliers, des récoltes et fruits est effectuée en exécution de l'autorisation visée à l'article 37 ci-dessus, à la requête du comptable chargé du recouvrement et conformément aux dispositions du code de procédure civile. Cette autorisation comporte également l'ordre de procéder à la vente si le redevable ne se libère pas après exécution de la saisie. Sauf le cas prévu à l'article 53 ci-dessous, la saisie ne peut avoir lieu que trente (30) jours après la notification du commandement.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,45,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,8,": La saisie est exécutée nonobstant toute opposition, sauf à l'opposant de se pourvoir devant la juridiction compétente, dans les conditions fixées aux articles 119 à 121 de la présente loi.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,46,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,8-9,": Sont insaisissables pour le recouvrement des créances visées par la présente loi : 1) la literie, les vêtements et les ustensiles de cuisine nécessaires au saisi et à sa famille ; 2) l'habitation principale abritant sa famille à condition que sa valeur n'excède pas deux cent mille (200.000) dirhams ; 3) les livres et instruments nécessaires à l'exercice personnel de la profession du saisi ; 4) les denrées alimentaires destinées à la nourriture pour un (1) mois du saisi et de sa famille ; 5) les animaux destinés à la subsistance du saisi ainsi que les denrées nécessaires à leur élevage ; 6) les semences nécessaires à l'ensemencement d'une superficie de cinq hectares ; 7) les objets indispensables aux personnes handicapées ou destinés aux soins des personnes malades.",pdfs/dahir_1-00-175__loi15-95.pdf
